date,geography,geography_code,metric,stratum,metric_value,theme,sub_theme,topic,geography_type,metric_group,sex,age,year,month,epiweek,in_reporting_delay_period
2023-11-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.75,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,11,44,FALSE
2023-12-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.26,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,12,48,FALSE
2024-01-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,25.64,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,1,1,FALSE
2024-02-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.51,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,2,5,FALSE
2024-03-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.64,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,3,9,FALSE
2024-04-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.55,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,4,14,FALSE
2024-05-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.14,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,5,18,FALSE
2024-06-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.35,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,6,22,FALSE
2024-07-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.1,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,7,27,FALSE
2024-08-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.19,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,8,31,FALSE
2024-09-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.64,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,9,35,FALSE
2024-10-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.07,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,10,40,FALSE
2024-11-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.12,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,11,44,FALSE
2024-12-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.44,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,12,48,FALSE
2025-01-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,1,1,FALSE
2025-02-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.09,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,2,5,FALSE
2025-03-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.91,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,3,9,FALSE
2025-04-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.22,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,4,13,FALSE
2025-05-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.5,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,5,18,FALSE
2025-06-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.4,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,6,22,FALSE
2025-07-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.95,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,7,26,FALSE
2025-08-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.08,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,8,31,FALSE
2025-09-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.25,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,9,35,FALSE
2025-10-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.68,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,10,40,FALSE
2025-11-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.97,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,11,44,FALSE
2025-12-01,NHS Nottingham and Nottinghamshire Integrated Care Board,QT1,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,23.73,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2025,12,48,FALSE
2020-04-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.19,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,4,14,FALSE
2020-05-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,7.81,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,5,18,FALSE
2020-06-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,9.72,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,6,22,FALSE
2020-07-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,7,27,FALSE
2020-08-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.25,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,8,31,FALSE
2020-09-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.22,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,9,35,FALSE
2020-10-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.6,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,10,40,FALSE
2020-11-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.45,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,11,44,FALSE
2020-12-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,18.29,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2020,12,48,FALSE
2021-01-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.33,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,1,1,FALSE
2021-02-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.89,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,2,5,FALSE
2021-03-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,16.88,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,3,9,FALSE
2021-04-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.72,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,4,13,FALSE
2021-05-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.25,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,5,18,FALSE
2021-06-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.05,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,6,22,FALSE
2021-07-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.65,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,7,26,FALSE
2021-08-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.42,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,8,31,FALSE
2021-09-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.93,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,9,35,FALSE
2021-10-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.86,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,10,40,FALSE
2021-11-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.74,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,11,44,FALSE
2021-12-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.11,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2021,12,48,FALSE
2022-01-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.47,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,1,1,FALSE
2022-02-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.07,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,2,5,FALSE
2022-03-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.79,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,3,9,FALSE
2022-04-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,25.71,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,4,13,FALSE
2022-05-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.54,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,5,18,FALSE
2022-06-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,6,22,FALSE
2022-07-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.75,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,7,26,FALSE
2022-08-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,22.5,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,8,31,FALSE
2022-09-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20.73,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,9,35,FALSE
2022-10-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,26.39,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,10,40,FALSE
2022-11-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,30.59,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,11,44,FALSE
2022-12-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,31.51,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2022,12,48,FALSE
2023-01-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.69,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,1,1,FALSE
2023-02-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.7,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,2,5,FALSE
2023-03-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.79,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,3,9,FALSE
2023-04-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,26.03,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,4,13,FALSE
2023-05-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,25.88,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,5,18,FALSE
2023-06-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,27.38,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,6,22,FALSE
2023-07-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.11,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,7,26,FALSE
2023-08-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,21.65,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,8,31,FALSE
2023-09-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,19.8,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,9,35,FALSE
2023-10-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,24.32,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,10,40,FALSE
2023-11-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,20,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,11,44,FALSE
2023-12-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,17.07,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2023,12,48,FALSE
2024-01-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,13.56,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,1,1,FALSE
2024-02-01,"NHS Shropshire, Telford and Wrekin Integrated Care Board",QOC,e-coli_testing_bacteraemiaPercentResistantRollingMonth,Ciprofloxacin,14.95,infectious_disease,antimicrobial_resistance,E-coli,Integrated Care Board,testing,all,all,2024,2,5,FALSE
